Warehouse_Region,Postcode,Distance_km,Distance_Category
6xxx (WA (Perth)),6430,593.7,300+km
6xxx (WA (Perth)),6431,610.7,300+km
6xxx (WA (Perth)),6432,597.0,300+km
6xxx (WA (Perth)),6433,595.9,300+km
6xxx (WA (Perth)),6434,967.2,300+km
6xxx (WA (Perth)),6436,838.0,300+km
6xxx (WA (Perth)),6437,864.9,300+km
6xxx (WA (Perth)),6438,858.9,300+km
6xxx (WA (Perth)),6440,1413.4,300+km
6xxx (WA (Perth)),6442,630.5,300+km
6xxx (WA (Perth)),6443,951.9,300+km
6xxx (WA (Perth)),6445,652.8,300+km
6xxx (WA (Perth)),6446,687.7,300+km
6xxx (WA (Perth)),6447,660.3,300+km
6xxx (WA (Perth)),6448,683.8,300+km
6xxx (WA (Perth)),6450,692.5,300+km
6xxx (WA (Perth)),6452,695.6,300+km
6xxx (WA (Perth)),6460,157.8,90-300km
6xxx (WA (Perth)),6461,177.1,90-300km
6xxx (WA (Perth)),6462,200.5,90-300km
6xxx (WA (Perth)),6463,222.4,90-300km
6xxx (WA (Perth)),6465,211.4,90-300km
6xxx (WA (Perth)),6466,218.6,90-300km
6xxx (WA (Perth)),6467,248.6,90-300km
6xxx (WA (Perth)),6468,318.6,300+km
6xxx (WA (Perth)),6470,259.4,90-300km
6xxx (WA (Perth)),6472,359.9,300+km
6xxx (WA (Perth)),6473,349.8,300+km
6xxx (WA (Perth)),6475,278.0,90-300km
6xxx (WA (Perth)),6476,263.3,90-300km
6xxx (WA (Perth)),6477,285.9,90-300km
6xxx (WA (Perth)),6479,347.7,300+km
6xxx (WA (Perth)),6480,283.9,90-300km
6xxx (WA (Perth)),6484,385.9,300+km
6xxx (WA (Perth)),6485,211.5,90-300km
6xxx (WA (Perth)),6487,249.5,90-300km
6xxx (WA (Perth)),6488,261.3,90-300km
6xxx (WA (Perth)),6489,270.1,90-300km
6xxx (WA (Perth)),6490,276.3,90-300km
6xxx (WA (Perth)),6501,51.1,30-60km
6xxx (WA (Perth)),6502,76.4,61-90km
6xxx (WA (Perth)),6503,98.8,90-300km
6xxx (WA (Perth)),6504,90.1,90-300km
6xxx (WA (Perth)),6505,106.3,90-300km
6xxx (WA (Perth)),6506,120.4,90-300km
6xxx (WA (Perth)),6507,159.1,90-300km
6xxx (WA (Perth)),6509,134.3,90-300km
6xxx (WA (Perth)),6510,157.3,90-300km
6xxx (WA (Perth)),6511,197.7,90-300km
6xxx (WA (Perth)),6512,191.4,90-300km
6xxx (WA (Perth)),6513,204.5,90-300km
6xxx (WA (Perth)),6514,255.2,90-300km
6xxx (WA (Perth)),6515,298.5,90-300km
6xxx (WA (Perth)),6516,218.5,90-300km
6xxx (WA (Perth)),6517,278.2,90-300km
6xxx (WA (Perth)),6518,273.0,90-300km
6xxx (WA (Perth)),6519,331.0,300+km
6xxx (WA (Perth)),6521,224.1,90-300km
6xxx (WA (Perth)),6522,366.4,300+km
6xxx (WA (Perth)),6525,345.7,300+km
6xxx (WA (Perth)),6528,402.6,300+km
6xxx (WA (Perth)),6530,419.0,300+km
6xxx (WA (Perth)),6531,413.8,300+km
6xxx (WA (Perth)),6532,469.7,300+km
6xxx (WA (Perth)),6535,492.9,300+km
6xxx (WA (Perth)),6536,591.9,300+km
6xxx (WA (Perth)),6537,122.0,90-300km
6xxx (WA (Perth)),6556,53.8,30-60km
6xxx (WA (Perth)),6558,57.9,30-60km
6xxx (WA (Perth)),6560,67.7,61-90km
6xxx (WA (Perth)),6562,68.9,61-90km
6xxx (WA (Perth)),6564,81.0,61-90km
6xxx (WA (Perth)),6566,100.8,90-300km
6xxx (WA (Perth)),6567,87.3,61-90km
6xxx (WA (Perth)),6568,125.8,90-300km
6xxx (WA (Perth)),6569,134.2,90-300km
6xxx (WA (Perth)),6571,178.9,90-300km
6xxx (WA (Perth)),6572,154.7,90-300km
6xxx (WA (Perth)),6574,183.9,90-300km
6xxx (WA (Perth)),6575,195.7,90-300km
6xxx (WA (Perth)),6603,212.6,90-300km
6xxx (WA (Perth)),6605,212.0,90-300km
6xxx (WA (Perth)),6606,252.2,90-300km
6xxx (WA (Perth)),6608,244.4,90-300km
6xxx (WA (Perth)),6609,252.7,90-300km
6xxx (WA (Perth)),6612,390.9,300+km
6xxx (WA (Perth)),6613,279.3,90-300km
6xxx (WA (Perth)),6614,292.6,90-300km
6xxx (WA (Perth)),6616,308.1,300+km
6xxx (WA (Perth)),6620,378.5,300+km
6xxx (WA (Perth)),6623,390.0,300+km
6xxx (WA (Perth)),6625,379.1,300+km
6xxx (WA (Perth)),6627,404.8,300+km
6xxx (WA (Perth)),6628,419.8,300+km
6xxx (WA (Perth)),6630,644.6,300+km
6xxx (WA (Perth)),6631,488.3,300+km
6xxx (WA (Perth)),6632,467.5,300+km
6xxx (WA (Perth)),6635,579.1,300+km
6xxx (WA (Perth)),6638,633.2,300+km
6xxx (WA (Perth)),6639,715.5,300+km
6xxx (WA (Perth)),6640,731.8,300+km
6xxx (WA (Perth)),6642,905.8,300+km
6xxx (WA (Perth)),6646,1315.3,300+km
6xxx (WA (Perth)),6701,1046.3,300+km
6xxx (WA (Perth)),6705,1228.6,300+km
6xxx (WA (Perth)),6707,1224.6,300+km
6xxx (WA (Perth)),6710,1331.4,300+km
6xxx (WA (Perth)),6711,1517.6,300+km
6xxx (WA (Perth)),6712,1517.6,300+km
6xxx (WA (Perth)),6713,1530.6,300+km
6xxx (WA (Perth)),6714,1515.4,300+km
6xxx (WA (Perth)),6716,1422.1,300+km
6xxx (WA (Perth)),6718,1602.0,300+km
6xxx (WA (Perth)),6720,1565.3,300+km
6xxx (WA (Perth)),6721,1644.6,300+km
6xxx (WA (Perth)),6722,1617.5,300+km
6xxx (WA (Perth)),6723,1724.2,300+km
6xxx (WA (Perth)),6725,2223.0,300+km
6xxx (WA (Perth)),6726,2224.4,300+km
6xxx (WA (Perth)),6728,1910.5,300+km
6xxx (WA (Perth)),6731,1688.0,300+km
6xxx (WA (Perth)),6733,1565.1,300+km
6xxx (WA (Perth)),6740,2812.8,300+km
6xxx (WA (Perth)),6743,3088.6,300+km
6xxx (WA (Perth)),6751,1452.3,300+km
6xxx (WA (Perth)),6753,1177.5,300+km
6xxx (WA (Perth)),6754,1510.4,300+km
6xxx (WA (Perth)),6758,1361.1,300+km
6xxx (WA (Perth)),6760,1601.3,300+km
6xxx (WA (Perth)),6761,1601.3,300+km
6xxx (WA (Perth)),6762,1723.1,300+km
6xxx (WA (Perth)),6765,2026.3,300+km
6xxx (WA (Perth)),6770,2947.5,300+km
6xxx (WA (Perth)),6798,9999.0,300+km
6xxx (WA (Perth)),6799,9999.0,300+km
6xxx (WA (Perth)),6800,0.0,<30km
6xxx (WA (Perth)),6803,0.7,<30km
6xxx (WA (Perth)),6809,0.0,<30km
6xxx (WA (Perth)),6817,0.0,<30km
6xxx (WA (Perth)),6820,0.0,<30km
6xxx (WA (Perth)),6827,0.0,<30km
6xxx (WA (Perth)),6830,0.0,<30km
6xxx (WA (Perth)),6831,4.4,<30km
6xxx (WA (Perth)),6832,5.2,<30km
6xxx (WA (Perth)),6837,0.0,<30km
6xxx (WA (Perth)),6838,0.0,<30km
6xxx (WA (Perth)),6839,0.0,<30km
6xxx (WA (Perth)),6840,0.0,<30km
6xxx (WA (Perth)),6841,0.0,<30km
6xxx (WA (Perth)),6842,0.0,<30km
6xxx (WA (Perth)),6843,0.0,<30km
6xxx (WA (Perth)),6844,0.0,<30km
6xxx (WA (Perth)),6845,0.0,<30km
6xxx (WA (Perth)),6846,0.0,<30km
6xxx (WA (Perth)),6847,0.0,<30km
6xxx (WA (Perth)),6848,0.0,<30km
6xxx (WA (Perth)),6849,4.4,<30km
6xxx (WA (Perth)),6850,5.3,<30km
6xxx (WA (Perth)),6865,0.7,<30km
6xxx (WA (Perth)),6872,2.2,<30km
6xxx (WA (Perth)),6892,1.6,<30km
6xxx (WA (Perth)),6900,3.2,<30km
6xxx (WA (Perth)),6901,3.4,<30km
6xxx (WA (Perth)),6902,3.2,<30km
6xxx (WA (Perth)),6903,3.2,<30km
6xxx (WA (Perth)),6904,5.0,<30km
6xxx (WA (Perth)),6905,5.5,<30km
6xxx (WA (Perth)),6906,3.7,<30km
6xxx (WA (Perth)),6907,6.8,<30km
6xxx (WA (Perth)),6909,6.8,<30km
6xxx (WA (Perth)),6910,10.3,<30km
6xxx (WA (Perth)),6911,11.9,<30km
6xxx (WA (Perth)),6912,12.7,<30km
6xxx (WA (Perth)),6913,6.9,<30km
6xxx (WA (Perth)),6914,10.8,<30km
6xxx (WA (Perth)),6915,5.4,<30km
6xxx (WA (Perth)),6916,7.4,<30km
6xxx (WA (Perth)),6917,8.5,<30km
6xxx (WA (Perth)),6918,11.3,<30km
6xxx (WA (Perth)),6919,9.9,<30km
6xxx (WA (Perth)),6920,18.1,<30km
6xxx (WA (Perth)),6921,14.2,<30km
6xxx (WA (Perth)),6922,13.9,<30km
6xxx (WA (Perth)),6923,23.1,<30km
6xxx (WA (Perth)),6924,18.5,<30km
6xxx (WA (Perth)),6925,5.1,<30km
6xxx (WA (Perth)),6926,31.1,30-60km
6xxx (WA (Perth)),6929,2.3,<30km
6xxx (WA (Perth)),6931,4.8,<30km
6xxx (WA (Perth)),6932,4.9,<30km
6xxx (WA (Perth)),6933,7.4,<30km
6xxx (WA (Perth)),6934,10.4,<30km
6xxx (WA (Perth)),6935,13.0,<30km
6xxx (WA (Perth)),6936,9.7,<30km
6xxx (WA (Perth)),6937,9.2,<30km
6xxx (WA (Perth)),6938,9.2,<30km
6xxx (WA (Perth)),6939,9.2,<30km
6xxx (WA (Perth)),6940,9.2,<30km
6xxx (WA (Perth)),6941,12.2,<30km
6xxx (WA (Perth)),6942,28.8,<30km
6xxx (WA (Perth)),6943,9.2,<30km
6xxx (WA (Perth)),6944,13.0,<30km
6xxx (WA (Perth)),6945,28.8,<30km
6xxx (WA (Perth)),6946,28.8,<30km
6xxx (WA (Perth)),6947,28.8,<30km
6xxx (WA (Perth)),6951,6.0,<30km
6xxx (WA (Perth)),6952,6.4,<30km
6xxx (WA (Perth)),6953,10.7,<30km
6xxx (WA (Perth)),6954,15.0,<30km
6xxx (WA (Perth)),6955,16.1,<30km
6xxx (WA (Perth)),6956,18.0,<30km
6xxx (WA (Perth)),6957,19.9,<30km
6xxx (WA (Perth)),6958,21.7,<30km
6xxx (WA (Perth)),6959,21.7,<30km
6xxx (WA (Perth)),6960,53.0,30-60km
6xxx (WA (Perth)),6961,53.0,30-60km
6xxx (WA (Perth)),6963,23.8,<30km
6xxx (WA (Perth)),6964,23.9,<30km
6xxx (WA (Perth)),6965,53.0,30-60km
6xxx (WA (Perth)),6966,39.8,30-60km
6xxx (WA (Perth)),6967,53.0,30-60km
6xxx (WA (Perth)),6968,51.4,30-60km
6xxx (WA (Perth)),6969,53.0,30-60km
6xxx (WA (Perth)),6970,6.7,<30km
6xxx (WA (Perth)),6979,5.5,<30km
6xxx (WA (Perth)),6980,12.5,<30km
6xxx (WA (Perth)),6981,6.9,<30km
6xxx (WA (Perth)),6982,8.1,<30km
6xxx (WA (Perth)),6983,11.3,<30km
6xxx (WA (Perth)),6984,9.2,<30km
6xxx (WA (Perth)),6985,10.4,<30km
6xxx (WA (Perth)),6986,11.3,<30km
6xxx (WA (Perth)),6987,12.5,<30km
6xxx (WA (Perth)),6988,29.1,<30km
6xxx (WA (Perth)),6989,17.7,<30km
6xxx (WA (Perth)),6990,30.9,30-60km
6xxx (WA (Perth)),6991,35.2,30-60km
6xxx (WA (Perth)),6992,36.8,30-60km
6xxx (WA (Perth)),6997,34.3,30-60km
